YTD Value,Monthly Value,Period,Commodity,Comm Code
428235839,84170294,2018-07,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
520893893,92658054,2018-08,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
602929525,82035632,2018-09,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
661615336,58685811,2018-10,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
744175695,82560359,2018-11,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
875110575,130934880,2018-12,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
30224363,30224363,2019-01,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",16
16974002,16974002,2015-01,SUGARS AND SUGAR CONFECTIONARY,17
25888985,8914983,2015-02,SUGARS AND SUGAR CONFECTIONARY,17
34955588,9066603,2015-03,SUGARS AND SUGAR CONFECTIONARY,17
42188477,7232889,2015-04,SUGARS AND SUGAR CONFECTIONARY,17
52767459,10578982,2015-05,SUGARS AND SUGAR CONFECTIONARY,17
62256838,9489379,2015-06,SUGARS AND SUGAR CONFECTIONARY,17
79219639,16962801,2015-07,SUGARS AND SUGAR CONFECTIONARY,17
94934864,15715225,2015-08,SUGARS AND SUGAR CONFECTIONARY,17
113015471,18080607,2015-09,SUGARS AND SUGAR CONFECTIONARY,17
125232835,12217364,2015-10,SUGARS AND SUGAR CONFECTIONARY,17
141458308,16225473,2015-11,SUGARS AND SUGAR CONFECTIONARY,17
158358288,16899980,2015-12,SUGARS AND SUGAR CONFECTIONARY,17
13492481,13492481,2016-01,SUGARS AND SUGAR CONFECTIONARY,17
23682640,10190159,2016-02,SUGARS AND SUGAR CONFECTIONARY,17
28566445,4883805,2016-03,SUGARS AND SUGAR CONFECTIONARY,17
36117270,7550825,2016-04,SUGARS AND SUGAR CONFECTIONARY,17
45680284,9563014,2016-05,SUGARS AND SUGAR CONFECTIONARY,17
59407456,13727172,2016-06,SUGARS AND SUGAR CONFECTIONARY,17
78671601,19264145,2016-07,SUGARS AND SUGAR CONFECTIONARY,17
96773301,18101700,2016-08,SUGARS AND SUGAR CONFECTIONARY,17
111456137,14682836,2016-09,SUGARS AND SUGAR CONFECTIONARY,17
123926656,12470519,2016-10,SUGARS AND SUGAR CONFECTIONARY,17
139881995,15955339,2016-11,SUGARS AND SUGAR CONFECTIONARY,17
155886981,16004986,2016-12,SUGARS AND SUGAR CONFECTIONARY,17
15949945,15949945,2017-01,SUGARS AND SUGAR CONFECTIONARY,17
25412652,9462707,2017-02,SUGARS AND SUGAR CONFECTIONARY,17
33669110,8256458,2017-03,SUGARS AND SUGAR CONFECTIONARY,17
43467622,9798512,2017-04,SUGARS AND SUGAR CONFECTIONARY,17
52935903,9468281,2017-05,SUGARS AND SUGAR CONFECTIONARY,17
66627810,13691907,2017-06,SUGARS AND SUGAR CONFECTIONARY,17
81332502,14704692,2017-07,SUGARS AND SUGAR CONFECTIONARY,17
96068174,14735672,2017-08,SUGARS AND SUGAR CONFECTIONARY,17
112119579,16051405,2017-09,SUGARS AND SUGAR CONFECTIONARY,17
127197763,15078184,2017-10,SUGARS AND SUGAR CONFECTIONARY,17
141280366,14082603,2017-11,SUGARS AND SUGAR CONFECTIONARY,17
158353624,17073258,2017-12,SUGARS AND SUGAR CONFECTIONARY,17
15912817,15912817,2018-01,SUGARS AND SUGAR CONFECTIONARY,17
26616352,10703535,2018-02,SUGARS AND SUGAR CONFECTIONARY,17
35313451,8697099,2018-03,SUGARS AND SUGAR CONFECTIONARY,17
44827327,9513876,2018-04,SUGARS AND SUGAR CONFECTIONARY,17
55369032,10541705,2018-05,SUGARS AND SUGAR CONFECTIONARY,17
68460922,13091890,2018-06,SUGARS AND SUGAR CONFECTIONARY,17
88861645,20400723,2018-07,SUGARS AND SUGAR CONFECTIONARY,17
106072836,17211191,2018-08,SUGARS AND SUGAR CONFECTIONARY,17
121649907,15577071,2018-09,SUGARS AND SUGAR CONFECTIONARY,17
137030473,15380566,2018-10,SUGARS AND SUGAR CONFECTIONARY,17
152045940,15015467,2018-11,SUGARS AND SUGAR CONFECTIONARY,17
170230732,18184792,2018-12,SUGARS AND SUGAR CONFECTIONARY,17
11559536,11559536,2019-01,SUGARS AND SUGAR CONFECTIONARY,17
657410,657410,2015-01,COCOA AND COCOA PREPARATIONS,18
828356,170946,2015-02,COCOA AND COCOA PREPARATIONS,18
1193498,365142,2015-03,COCOA AND COCOA PREPARATIONS,18
1308073,114575,2015-04,COCOA AND COCOA PREPARATIONS,18
1480655,172582,2015-05,COCOA AND COCOA PREPARATIONS,18
2980381,1499726,2015-06,COCOA AND COCOA PREPARATIONS,18
5815118,2834737,2015-07,COCOA AND COCOA PREPARATIONS,18
9635727,3820609,2015-08,COCOA AND COCOA PREPARATIONS,18
14665916,5030189,2015-09,COCOA AND COCOA PREPARATIONS,18
18488256,3822340,2015-10,COCOA AND COCOA PREPARATIONS,18
20394061,1905805,2015-11,COCOA AND COCOA PREPARATIONS,18
21663502,1269441,2015-12,COCOA AND COCOA PREPARATIONS,18
502885,502885,2016-01,COCOA AND COCOA PREPARATIONS,18
785403,282518,2016-02,COCOA AND COCOA PREPARATIONS,18
832714,47311,2016-03,COCOA AND COCOA PREPARATIONS,18
1005565,172851,2016-04,COCOA AND COCOA PREPARATIONS,18
4367086,3361521,2016-05,COCOA AND COCOA PREPARATIONS,18
7762954,3395868,2016-06,COCOA AND COCOA PREPARATIONS,18
11838296,4075342,2016-07,COCOA AND COCOA PREPARATIONS,18
13326430,1488134,2016-08,COCOA AND COCOA PREPARATIONS,18
14710958,1384528,2016-09,COCOA AND COCOA PREPARATIONS,18
17257180,2546222,2016-10,COCOA AND COCOA PREPARATIONS,18
22454027,5196847,2016-11,COCOA AND COCOA PREPARATIONS,18
25150831,2696804,2016-12,COCOA AND COCOA PREPARATIONS,18
606551,606551,2017-01,COCOA AND COCOA PREPARATIONS,18
2204820,1598269,2017-02,COCOA AND COCOA PREPARATIONS,18
5530728,3325908,2017-03,COCOA AND COCOA PREPARATIONS,18
6932756,1402028,2017-04,COCOA AND COCOA PREPARATIONS,18
10518392,3585636,2017-05,COCOA AND COCOA PREPARATIONS,18
14247148,3728756,2017-06,COCOA AND COCOA PREPARATIONS,18
16603810,2356662,2017-07,COCOA AND COCOA PREPARATIONS,18
17524318,920508,2017-08,COCOA AND COCOA PREPARATIONS,18
18633984,1109666,2017-09,COCOA AND COCOA PREPARATIONS,18
22440414,3806430,2017-10,COCOA AND COCOA PREPARATIONS,18
26597962,4157548,2017-11,COCOA AND COCOA PREPARATIONS,18
34082142,7484180,2017-12,COCOA AND COCOA PREPARATIONS,18
939323,939323,2018-01,COCOA AND COCOA PREPARATIONS,18
3363907,2424584,2018-02,COCOA AND COCOA PREPARATIONS,18
5627533,2263626,2018-03,COCOA AND COCOA PREPARATIONS,18
9227727,3600194,2018-04,COCOA AND COCOA PREPARATIONS,18
13395424,4167697,2018-05,COCOA AND COCOA PREPARATIONS,18
15530178,2134754,2018-06,COCOA AND COCOA PREPARATIONS,18
17359010,1828832,2018-07,COCOA AND COCOA PREPARATIONS,18
20133095,2774085,2018-08,COCOA AND COCOA PREPARATIONS,18
22885156,2752061,2018-09,COCOA AND COCOA PREPARATIONS,18
28608426,5723270,2018-10,COCOA AND COCOA PREPARATIONS,18
31206441,2598015,2018-11,COCOA AND COCOA PREPARATIONS,18
35159895,3953454,2018-12,COCOA AND COCOA PREPARATIONS,18
6660749,6660749,2019-01,COCOA AND COCOA PREPARATIONS,18
13693945,13693945,2015-01,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
24987493,11293548,2015-02,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
42014931,17027438,2015-03,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
57335004,15320073,2015-04,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
73629392,16294388,2015-05,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
91431109,17801717,2015-06,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
110031025,18599916,2015-07,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
127429565,17398540,2015-08,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
141853929,14424364,2015-09,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
155946615,14092686,2015-10,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
169400727,13454112,2015-11,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
186830601,17429874,2015-12,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
16786822,16786822,2016-01,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
32315161,15528339,2016-02,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
42877665,10562504,2016-03,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
58630225,15752560,2016-04,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
74355261,15725036,2016-05,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
93071457,18716196,2016-06,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
110877648,17806191,2016-07,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
130201177,19323529,2016-08,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
145017314,14816137,2016-09,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
161463348,16446034,2016-10,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
179763431,18300083,2016-11,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
198115875,18352444,2016-12,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
18026157,18026157,2017-01,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
31413790,13387633,2017-02,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
45969492,14555702,2017-03,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
62241814,16272322,2017-04,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
80841281,18599467,2017-05,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
100226670,19385389,2017-06,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
121120524,20893854,2017-07,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
139415961,18295437,2017-08,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
155302588,15886627,2017-09,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
171341659,16039071,2017-10,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
188999431,17657772,2017-11,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
207188739,18189308,2017-12,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
18545472,18545472,2018-01,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
35003142,16457670,2018-02,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
49929482,14926340,2018-03,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
65287217,15357735,2018-04,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
82664815,17377598,2018-05,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
102477456,19812641,2018-06,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
125654924,23177468,2018-07,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
147905326,22250402,2018-08,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
165538141,17632815,2018-09,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
183235261,17697120,2018-10,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
204679458,21444197,2018-11,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
231270749,26591291,2018-12,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
16183844,16183844,2019-01,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",19
94029289,94029289,2015-01,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
168562183,74532894,2015-02,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
269651415,101089232,2015-03,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
358367879,88716464,2015-04,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
445617015,87249136,2015-05,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
532738359,87121344,2015-06,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
617059448,84321089,2015-07,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
699362767,82303319,2015-08,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
781734954,82372187,2015-09,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
860295348,78560394,2015-10,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
943408332,83112984,2015-11,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1046151018,102742686,2015-12,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
100412512,100412512,2016-01,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
191656546,91244034,2016-02,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
269838677,78182131,2016-03,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
354721098,84882421,2016-04,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
437959121,83238023,2016-05,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
529594519,91635398,2016-06,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
613990713,84396194,2016-07,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
699656568,85665855,2016-08,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
785780571,86124003,2016-09,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
873110346,87329775,2016-10,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
963468844,90358498,2016-11,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1057654762,94185918,2016-12,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
105699704,105699704,2017-01,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
193546652,87846948,2017-02,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
285108175,91561523,2017-03,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
379486020,94377845,2017-04,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
477357630,97871610,2017-05,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
581154639,103797009,2017-06,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
682192606,101037967,2017-07,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
782336247,100143641,2017-08,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
867781569,85445322,2017-09,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
949001068,81219499,2017-10,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1031785651,82784583,2017-11,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1138339553,106553902,2017-12,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
118278233,118278233,2018-01,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
211615507,93337274,2018-02,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
309652948,98037441,2018-03,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
404885453,95232505,2018-04,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
510321725,105436272,2018-05,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
617253449,106931724,2018-06,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
707516265,90262816,2018-07,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
818505613,110989348,2018-08,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
905588444,87082831,2018-09,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
986022105,80433661,2018-10,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1087396551,101374446,2018-11,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
1254365496,166968945,2018-12,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
48268625,48268625,2019-01,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",20
7139395,7139395,2015-01,"ORES, SLAG AND ASH",26
11216544,4077149,2015-02,"ORES, SLAG AND ASH",26
16484263,5267719,2015-03,"ORES, SLAG AND ASH",26
18370236,1885973,2015-04,"ORES, SLAG AND ASH",26
24107381,5737145,2015-05,"ORES, SLAG AND ASH",26
29146553,5039172,2015-06,"ORES, SLAG AND ASH",26
31041471,1894918,2015-07,"ORES, SLAG AND ASH",26
33697911,2656440,2015-08,"ORES, SLAG AND ASH",26
35208683,1510772,2015-09,"ORES, SLAG AND ASH",26
40680557,5471874,2015-10,"ORES, SLAG AND ASH",26
43852831,3172274,2015-11,"ORES, SLAG AND ASH",26
45227589,1374758,2015-12,"ORES, SLAG AND ASH",26
3365580,3365580,2016-01,"ORES, SLAG AND ASH",26
6479548,3113968,2016-02,"ORES, SLAG AND ASH",26
8663431,2183883,2016-03,"ORES, SLAG AND ASH",26
9708930,1045499,2016-04,"ORES, SLAG AND ASH",26
13417742,3708812,2016-05,"ORES, SLAG AND ASH",26
16492299,3074557,2016-06,"ORES, SLAG AND ASH",26
21364619,4872320,2016-07,"ORES, SLAG AND ASH",26
24911559,3546940,2016-08,"ORES, SLAG AND ASH",26
27632217,2720658,2016-09,"ORES, SLAG AND ASH",26
30063447,2431230,2016-10,"ORES, SLAG AND ASH",26
30948893,885446,2016-11,"ORES, SLAG AND ASH",26
33659992,2711099,2016-12,"ORES, SLAG AND ASH",26
819300,819300,2017-01,"ORES, SLAG AND ASH",26
4922536,4103236,2017-02,"ORES, SLAG AND ASH",26
10583820,5661284,2017-03,"ORES, SLAG AND ASH",26
11522971,939151,2017-04,"ORES, SLAG AND ASH",26
15599774,4076803,2017-05,"ORES, SLAG AND ASH",26
24041059,8441285,2017-06,"ORES, SLAG AND ASH",26
26147961,2106902,2017-07,"ORES, SLAG AND ASH",26
31823532,5675571,2017-08,"ORES, SLAG AND ASH",26
36204609,4381077,2017-09,"ORES, SLAG AND ASH",26
41706110,5501501,2017-10,"ORES, SLAG AND ASH",26
46611306,4905196,2017-11,"ORES, SLAG AND ASH",26
53503214,6891908,2017-12,"ORES, SLAG AND ASH",26
1772881,1772881,2018-01,"ORES, SLAG AND ASH",26
4298342,2525461,2018-02,"ORES, SLAG AND ASH",26
10951241,6652899,2018-03,"ORES, SLAG AND ASH",26
12607909,1656668,2018-04,"ORES, SLAG AND ASH",26
19289881,6681972,2018-05,"ORES, SLAG AND ASH",26
20579347,1289466,2018-06,"ORES, SLAG AND ASH",26
22787915,2208568,2018-07,"ORES, SLAG AND ASH",26
24546650,1758735,2018-08,"ORES, SLAG AND ASH",26
29382013,4835363,2018-09,"ORES, SLAG AND ASH",26
37256926,7874913,2018-10,"ORES, SLAG AND ASH",26
39586350,2329424,2018-11,"ORES, SLAG AND ASH",26
40583340,996990,2018-12,"ORES, SLAG AND ASH",26
3138928,3138928,2019-01,"ORES, SLAG AND ASH",26
78825995,78825995,2015-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
92491160,13665165,2015-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
142520966,50029806,2015-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
168583049,26062083,2015-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
231862997,63279948,2015-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
249012836,17149839,2015-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
279905763,30892927,2015-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
290730525,10824762,2015-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
318674960,27944435,2015-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
393477977,74803017,2015-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
443803725,50325748,2015-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
480208658,36404933,2015-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
43225287,43225287,2016-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
69585718,26360431,2016-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
109576518,39990800,2016-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
168613607,59037089,2016-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
211709582,43095975,2016-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
260677006,48967424,2016-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
308538622,47861616,2016-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
358700311,50161689,2016-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
445714762,87014451,2016-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
524437462,78722700,2016-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
571862234,47424772,2016-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
625268916,53406682,2016-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
71940973,71940973,2017-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
104887245,32946272,2017-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
153188383,48301138,2017-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
160739721,7551338,2017-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
198029162,37289441,2017-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
259187443,61158281,2017-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
288411870,29224427,2017-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
359303052,70891182,2017-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
431312338,72009286,2017-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
506699426,75387088,2017-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
606513561,99814135,2017-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
657191375,50677814,2017-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
68217678,68217678,2018-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
126365538,58147860,2018-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
163802681,37437143,2018-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
229974894,66172213,2018-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
300384516,70409622,2018-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
339476932,39092416,2018-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
379830228,40353296,2018-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
453507290,73677062,2018-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
569293847,115786557,2018-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
583743762,14449915,2018-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
712822994,129079232,2018-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
733724995,20902001,2018-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
35648247,35648247,2019-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
101998961,101998961,2015-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
199485804,97486843,2015-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
312200733,112714929,2015-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
431908254,119707521,2015-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
552117343,120209089,2015-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
677249945,125132602,2015-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
777950157,100700212,2015-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
892381371,114431214,2015-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
990422966,98041595,2015-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
1076588362,86165396,2015-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
1158039465,81451103,2015-11,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
1250606387,92566922,2015-12,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
77995344,77995344,2016-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
158387168,80391824,2016-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
250883935,92496767,2016-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
329928736,79044801,2016-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
427437575,97508839,2016-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
514813670,87376095,2016-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
612736573,97922903,2016-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
716216582,103480009,2016-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
792193394,75976812,2016-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
879839108,87645714,2016-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
