YTD Value,Monthly Value,Period,Commodity,Comm Code
287245056,44698117,2018-04,"ORES, SLAG AND ASH",26
361222895,73977839,2018-05,"ORES, SLAG AND ASH",26
454472466,93249571,2018-06,"ORES, SLAG AND ASH",26
578842714,124370248,2018-07,"ORES, SLAG AND ASH",26
658470615,79627901,2018-08,"ORES, SLAG AND ASH",26
681638439,23167824,2018-09,"ORES, SLAG AND ASH",26
735917550,54279111,2018-10,"ORES, SLAG AND ASH",26
742668588,6751038,2018-11,"ORES, SLAG AND ASH",26
756536701,13868113,2018-12,"ORES, SLAG AND ASH",26
6783919,6783919,2019-01,"ORES, SLAG AND ASH",26
83709530,83709530,2015-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
289129646,205420116,2015-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
462014491,172884845,2015-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
651868051,189853560,2015-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
768357433,116489382,2015-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
908589744,140232311,2015-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1105290551,196700807,2015-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1337662088,232371537,2015-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1513549282,175887194,2015-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1768632120,255082838,2015-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1978976547,210344427,2015-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
2219088587,240112040,2015-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
224215067,224215067,2016-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
410239224,186024157,2016-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
648086758,237847534,2016-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
824420443,176333685,2016-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1038386898,213966455,2016-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1113098556,74711658,2016-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1272156793,159058237,2016-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1368536666,96379873,2016-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1459387759,90851093,2016-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1720753129,261365370,2016-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
2210465984,489712855,2016-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
2570396765,359930781,2016-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
523557057,523557057,2017-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1330690155,807133098,2017-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
1868140882,537450727,2017-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
2545777434,677636552,2017-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
3121746238,575968804,2017-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
3569072448,447326210,2017-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
3899061554,329989106,2017-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
4423057780,523996226,2017-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
5229207834,806150054,2017-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
6563296226,1334088392,2017-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
7519963713,956667487,2017-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
8572094620,1052130907,2017-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
975104440,975104440,2018-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
2021342051,1046237611,2018-02,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
3201012816,1179670765,2018-03,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
4008337380,807324564,2018-04,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
5125631550,1117294170,2018-05,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
6453029976,1327398426,2018-06,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
7566384073,1113354097,2018-07,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
7777499532,211115459,2018-08,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
7880746775,103247243,2018-09,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
8038100672,157353897,2018-10,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
8167815522,129714850,2018-11,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
8501843299,334027777,2018-12,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
234119412,234119412,2019-01,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",27
77481484,77481484,2015-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
251285116,173803632,2015-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
342650884,91365768,2015-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
435609253,92958369,2015-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
513633732,78024479,2015-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
572010322,58376590,2015-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
627308333,55298011,2015-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
687807205,60498872,2015-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
752957302,65150097,2015-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
810498432,57541130,2015-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
864577094,54078662,2015-11,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
960648293,96071199,2015-12,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
56397916,56397916,2016-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
104704187,48306271,2016-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
176668995,71964808,2016-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
241560177,64891182,2016-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
300790763,59230586,2016-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
371370328,70579565,2016-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
446350395,74980067,2016-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
495156190,48805795,2016-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
540038624,44882434,2016-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
627510931,87472307,2016-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
715358574,87847643,2016-11,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
773776804,58418230,2016-12,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
51803979,51803979,2017-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
114712944,62908965,2017-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
188545592,73832648,2017-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
252993990,64448398,2017-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
326094965,73100975,2017-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
388871541,62776576,2017-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
452027185,63155644,2017-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
511516022,59488837,2017-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
574154355,62638333,2017-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
641514225,67359870,2017-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
707479511,65965286,2017-11,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
790106061,82626550,2017-12,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
60842296,60842296,2018-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
147117171,86274875,2018-02,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
228576858,81459687,2018-03,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
308646345,80069487,2018-04,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
380453675,71807330,2018-05,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
454642024,74188349,2018-06,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
525771387,71129363,2018-07,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
620365679,94594292,2018-08,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
702985349,82619670,2018-09,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
763005757,60020408,2018-10,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
842255454,79249697,2018-11,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
900316859,58061405,2018-12,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
62681517,62681517,2019-01,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,28
144122098,144122098,2015-01,ORGANIC CHEMICALS,29
379955370,235833272,2015-02,ORGANIC CHEMICALS,29
584013188,204057818,2015-03,ORGANIC CHEMICALS,29
798159914,214146726,2015-04,ORGANIC CHEMICALS,29
1059081673,260921759,2015-05,ORGANIC CHEMICALS,29
1353477558,294395885,2015-06,ORGANIC CHEMICALS,29
1559904131,206426573,2015-07,ORGANIC CHEMICALS,29
1723449499,163545368,2015-08,ORGANIC CHEMICALS,29
1874336946,150887447,2015-09,ORGANIC CHEMICALS,29
2048643324,174306378,2015-10,ORGANIC CHEMICALS,29
2280060116,231416792,2015-11,ORGANIC CHEMICALS,29
2445078296,165018180,2015-12,ORGANIC CHEMICALS,29
164443387,164443387,2016-01,ORGANIC CHEMICALS,29
341047651,176604264,2016-02,ORGANIC CHEMICALS,29
529947712,188900061,2016-03,ORGANIC CHEMICALS,29
743823407,213875695,2016-04,ORGANIC CHEMICALS,29
935750900,191927493,2016-05,ORGANIC CHEMICALS,29
1153366896,217615996,2016-06,ORGANIC CHEMICALS,29
1355357814,201990918,2016-07,ORGANIC CHEMICALS,29
1555006373,199648559,2016-08,ORGANIC CHEMICALS,29
1752494552,197488179,2016-09,ORGANIC CHEMICALS,29
1966544875,214050323,2016-10,ORGANIC CHEMICALS,29
2174253484,207708609,2016-11,ORGANIC CHEMICALS,29
2532232057,357978573,2016-12,ORGANIC CHEMICALS,29
201500505,201500505,2017-01,ORGANIC CHEMICALS,29
392153605,190653100,2017-02,ORGANIC CHEMICALS,29
617938473,225784868,2017-03,ORGANIC CHEMICALS,29
845018495,227080022,2017-04,ORGANIC CHEMICALS,29
1068253660,223235165,2017-05,ORGANIC CHEMICALS,29
1283866599,215612939,2017-06,ORGANIC CHEMICALS,29
1524204941,240338342,2017-07,ORGANIC CHEMICALS,29
1747493208,223288267,2017-08,ORGANIC CHEMICALS,29
1985246827,237753619,2017-09,ORGANIC CHEMICALS,29
2204313705,219066878,2017-10,ORGANIC CHEMICALS,29
2514339956,310026251,2017-11,ORGANIC CHEMICALS,29
2809762468,295422512,2017-12,ORGANIC CHEMICALS,29
249966761,249966761,2018-01,ORGANIC CHEMICALS,29
506161984,256195223,2018-02,ORGANIC CHEMICALS,29
695698119,189536135,2018-03,ORGANIC CHEMICALS,29
978327698,282629579,2018-04,ORGANIC CHEMICALS,29
1273473174,295145476,2018-05,ORGANIC CHEMICALS,29
1510852055,237378881,2018-06,ORGANIC CHEMICALS,29
1743035604,232183549,2018-07,ORGANIC CHEMICALS,29
2018368505,275332901,2018-08,ORGANIC CHEMICALS,29
2287126030,268757525,2018-09,ORGANIC CHEMICALS,29
2501020199,213894169,2018-10,ORGANIC CHEMICALS,29
2708944665,207924466,2018-11,ORGANIC CHEMICALS,29
2871272864,162328199,2018-12,ORGANIC CHEMICALS,29
146573910,146573910,2019-01,ORGANIC CHEMICALS,29
17139598,17139598,2015-01,FERTILIZERS,31
23414247,6274649,2015-02,FERTILIZERS,31
42340862,18926615,2015-03,FERTILIZERS,31
57778521,15437659,2015-04,FERTILIZERS,31
59986835,2208314,2015-05,FERTILIZERS,31
70465656,10478821,2015-06,FERTILIZERS,31
71755399,1289743,2015-07,FERTILIZERS,31
77499120,5743721,2015-08,FERTILIZERS,31
89871669,12372549,2015-09,FERTILIZERS,31
96366719,6495050,2015-10,FERTILIZERS,31
97665566,1298847,2015-11,FERTILIZERS,31
105025959,7360393,2015-12,FERTILIZERS,31
6839935,6839935,2016-01,FERTILIZERS,31
8877417,2037482,2016-02,FERTILIZERS,31
15584620,6707203,2016-03,FERTILIZERS,31
19322856,3738236,2016-04,FERTILIZERS,31
20529355,1206499,2016-05,FERTILIZERS,31
22210966,1681611,2016-06,FERTILIZERS,31
33726746,11515780,2016-07,FERTILIZERS,31
43216491,9489745,2016-08,FERTILIZERS,31
49597114,6380623,2016-09,FERTILIZERS,31
51189864,1592750,2016-10,FERTILIZERS,31
52173240,983376,2016-11,FERTILIZERS,31
74279183,22105943,2016-12,FERTILIZERS,31
3857329,3857329,2017-01,FERTILIZERS,31
9256593,5399264,2017-02,FERTILIZERS,31
16393149,7136556,2017-03,FERTILIZERS,31
29835726,13442577,2017-04,FERTILIZERS,31
36083971,6248245,2017-05,FERTILIZERS,31
40922284,4838313,2017-06,FERTILIZERS,31
53731869,12809585,2017-07,FERTILIZERS,31
54694366,962497,2017-08,FERTILIZERS,31
61051909,6357543,2017-09,FERTILIZERS,31
75671298,14619389,2017-10,FERTILIZERS,31
96048646,20377348,2017-11,FERTILIZERS,31
103354646,7306000,2017-12,FERTILIZERS,31
35564551,35564551,2018-01,FERTILIZERS,31
46210735,10646184,2018-02,FERTILIZERS,31
53689830,7479095,2018-03,FERTILIZERS,31
69332561,15642731,2018-04,FERTILIZERS,31
79089622,9757061,2018-05,FERTILIZERS,31
96334412,17244790,2018-06,FERTILIZERS,31
125722825,29388413,2018-07,FERTILIZERS,31
133175663,7452838,2018-08,FERTILIZERS,31
163697543,30521880,2018-09,FERTILIZERS,31
190936991,27239448,2018-10,FERTILIZERS,31
209918691,18981700,2018-11,FERTILIZERS,31
269132317,59213626,2018-12,FERTILIZERS,31
52402316,52402316,2019-01,FERTILIZERS,31
30016993,30016993,2015-01,"TANNING & DYE EXT ETC; DYE, PA",32
59646831,29629838,2015-02,"TANNING & DYE EXT ETC; DYE, PA",32
94545217,34898386,2015-03,"TANNING & DYE EXT ETC; DYE, PA",32
132864247,38319030,2015-04,"TANNING & DYE EXT ETC; DYE, PA",32
174814414,41950167,2015-05,"TANNING & DYE EXT ETC; DYE, PA",32
216616823,41802409,2015-06,"TANNING & DYE EXT ETC; DYE, PA",32
257042876,40426053,2015-07,"TANNING & DYE EXT ETC; DYE, PA",32
293771814,36728938,2015-08,"TANNING & DYE EXT ETC; DYE, PA",32
322660541,28888727,2015-09,"TANNING & DYE EXT ETC; DYE, PA",32
348608115,25947574,2015-10,"TANNING & DYE EXT ETC; DYE, PA",32
378098835,29490720,2015-11,"TANNING & DYE EXT ETC; DYE, PA",32
407722375,29623540,2015-12,"TANNING & DYE EXT ETC; DYE, PA",32
26107715,26107715,2016-01,"TANNING & DYE EXT ETC; DYE, PA",32
56965754,30858039,2016-02,"TANNING & DYE EXT ETC; DYE, PA",32
89572275,32606521,2016-03,"TANNING & DYE EXT ETC; DYE, PA",32
124090736,34518461,2016-04,"TANNING & DYE EXT ETC; DYE, PA",32
161339340,37248604,2016-05,"TANNING & DYE EXT ETC; DYE, PA",32
196210961,34871621,2016-06,"TANNING & DYE EXT ETC; DYE, PA",32
233531472,37320511,2016-07,"TANNING & DYE EXT ETC; DYE, PA",32
267685990,34154518,2016-08,"TANNING & DYE EXT ETC; DYE, PA",32
306131588,38445598,2016-09,"TANNING & DYE EXT ETC; DYE, PA",32
345971180,39839592,2016-10,"TANNING & DYE EXT ETC; DYE, PA",32
384784173,38812993,2016-11,"TANNING & DYE EXT ETC; DYE, PA",32
424287266,39503093,2016-12,"TANNING & DYE EXT ETC; DYE, PA",32
35184827,35184827,2017-01,"TANNING & DYE EXT ETC; DYE, PA",32
70398874,35214047,2017-02,"TANNING & DYE EXT ETC; DYE, PA",32
112102585,41703711,2017-03,"TANNING & DYE EXT ETC; DYE, PA",32
152022121,39919536,2017-04,"TANNING & DYE EXT ETC; DYE, PA",32
188502231,36480110,2017-05,"TANNING & DYE EXT ETC; DYE, PA",32
230178525,41676294,2017-06,"TANNING & DYE EXT ETC; DYE, PA",32
264425886,34247361,2017-07,"TANNING & DYE EXT ETC; DYE, PA",32
300543150,36117264,2017-08,"TANNING & DYE EXT ETC; DYE, PA",32
337336960,36793810,2017-09,"TANNING & DYE EXT ETC; DYE, PA",32
377315488,39978528,2017-10,"TANNING & DYE EXT ETC; DYE, PA",32
414559256,37243768,2017-11,"TANNING & DYE EXT ETC; DYE, PA",32
457213127,42653871,2017-12,"TANNING & DYE EXT ETC; DYE, PA",32
30212456,30212456,2018-01,"TANNING & DYE EXT ETC; DYE, PA",32
66583667,36371211,2018-02,"TANNING & DYE EXT ETC; DYE, PA",32
107906171,41322504,2018-03,"TANNING & DYE EXT ETC; DYE, PA",32
148944143,41037972,2018-04,"TANNING & DYE EXT ETC; DYE, PA",32
194169162,45225019,2018-05,"TANNING & DYE EXT ETC; DYE, PA",32
236788442,42619280,2018-06,"TANNING & DYE EXT ETC; DYE, PA",32
279902780,43114338,2018-07,"TANNING & DYE EXT ETC; DYE, PA",32
315860639,35957859,2018-08,"TANNING & DYE EXT ETC; DYE, PA",32
354603564,38742925,2018-09,"TANNING & DYE EXT ETC; DYE, PA",32
390334592,35731028,2018-10,"TANNING & DYE EXT ETC; DYE, PA",32
427294569,36959977,2018-11,"TANNING & DYE EXT ETC; DYE, PA",32
463156279,35861710,2018-12,"TANNING & DYE EXT ETC; DYE, PA",32
33507280,33507280,2019-01,"TANNING & DYE EXT ETC; DYE, PA",32
22120960,22120960,2015-01,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
50375385,28254425,2015-02,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
86962623,36587238,2015-03,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
125648160,38685537,2015-04,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
163861078,38212918,2015-05,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
202091545,38230467,2015-06,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
241444566,39353021,2015-07,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
275087040,33642474,2015-08,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
305487617,30400577,2015-09,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
337402495,31914878,2015-10,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
370047191,32644696,2015-11,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
402369385,32322194,2015-12,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
29406905,29406905,2016-01,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
60934545,31527640,2016-02,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
92315455,31380910,2016-03,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
125014646,32699191,2016-04,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
158148312,33133666,2016-05,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
190621955,32473643,2016-06,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
226317212,35695257,2016-07,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
260859770,34542558,2016-08,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
292824813,31965043,2016-09,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
331585569,38760756,2016-10,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
366104971,34519402,2016-11,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
401651139,35546168,2016-12,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
34124107,34124107,2017-01,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
68945787,34821680,2017-02,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
113389534,44443747,2017-03,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
158943009,45553475,2017-04,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
201494867,42551858,2017-05,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
243205626,41710759,2017-06,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
286699608,43493982,2017-07,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
330826107,44126499,2017-08,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
376736580,45910473,2017-09,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
430359794,53623214,2017-10,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
476766412,46406618,2017-11,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
523700582,46934170,2017-12,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
45116610,45116610,2018-01,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
91481339,46364729,2018-02,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
148963756,57482417,2018-03,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
212386662,63422906,2018-04,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
278486833,66100171,2018-05,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
340098893,61612060,2018-06,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
400777390,60678497,2018-07,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
459774979,58997589,2018-08,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
518969674,59194695,2018-09,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
593547217,74577543,2018-10,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
653598192,60050975,2018-11,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
711649639,58051447,2018-12,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
51593089,51593089,2019-01,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",33
42159986,42159986,2015-01,"SOAP ETC; WAXES, POLISH ETC;",34
85133605,42973619,2015-02,"SOAP ETC; WAXES, POLISH ETC;",34
142177902,57044297,2015-03,"SOAP ETC; WAXES, POLISH ETC;",34
196967252,54789350,2015-04,"SOAP ETC; WAXES, POLISH ETC;",34
252139090,55171838,2015-05,"SOAP ETC; WAXES, POLISH ETC;",34
301590292,49451202,2015-06,"SOAP ETC; WAXES, POLISH ETC;",34
356733654,55143362,2015-07,"SOAP ETC; WAXES, POLISH ETC;",34
419294864,62561210,2015-08,"SOAP ETC; WAXES, POLISH ETC;",34
466708856,47413992,2015-09,"SOAP ETC; WAXES, POLISH ETC;",34
508672835,41963979,2015-10,"SOAP ETC; WAXES, POLISH ETC;",34
548460104,39787269,2015-11,"SOAP ETC; WAXES, POLISH ETC;",34
594224271,45764167,2015-12,"SOAP ETC; WAXES, POLISH ETC;",34
39447327,39447327,2016-01,"SOAP ETC; WAXES, POLISH ETC;",34
82338852,42891525,2016-02,"SOAP ETC; WAXES, POLISH ETC;",34
133749097,51410245,2016-03,"SOAP ETC; WAXES, POLISH ETC;",34
185992612,52243515,2016-04,"SOAP ETC; WAXES, POLISH ETC;",34
233446259,47453647,2016-05,"SOAP ETC; WAXES, POLISH ETC;",34
287231522,53785263,2016-06,"SOAP ETC; WAXES, POLISH ETC;",34
337748802,50517280,2016-07,"SOAP ETC; WAXES, POLISH ETC;",34
385924736,48175934,2016-08,"SOAP ETC; WAXES, POLISH ETC;",34
431939524,46014788,2016-09,"SOAP ETC; WAXES, POLISH ETC;",34
488002393,56062869,2016-10,"SOAP ETC; WAXES, POLISH ETC;",34
533707775,45705382,2016-11,"SOAP ETC; WAXES, POLISH ETC;",34
577017334,43309559,2016-12,"SOAP ETC; WAXES, POLISH ETC;",34
47641088,47641088,2017-01,"SOAP ETC; WAXES, POLISH ETC;",34
100959335,53318247,2017-02,"SOAP ETC; WAXES, POLISH ETC;",34
152050869,51091534,2017-03,"SOAP ETC; WAXES, POLISH ETC;",34
210019540,57968671,2017-04,"SOAP ETC; WAXES, POLISH ETC;",34
268052015,58032475,2017-05,"SOAP ETC; WAXES, POLISH ETC;",34
321056704,53004689,2017-06,"SOAP ETC; WAXES, POLISH ETC;",34
373586661,52529957,2017-07,"SOAP ETC; WAXES, POLISH ETC;",34
427129296,53542635,2017-08,"SOAP ETC; WAXES, POLISH ETC;",34
472906881,45777585,2017-09,"SOAP ETC; WAXES, POLISH ETC;",34
518964180,46057299,2017-10,"SOAP ETC; WAXES, POLISH ETC;",34
572420977,53456797,2017-11,"SOAP ETC; WAXES, POLISH ETC;",34
622905996,50485019,2017-12,"SOAP ETC; WAXES, POLISH ETC;",34
37073761,37073761,2018-01,"SOAP ETC; WAXES, POLISH ETC;",34
88248935,51175174,2018-02,"SOAP ETC; WAXES, POLISH ETC;",34
140516706,52267771,2018-03,"SOAP ETC; WAXES, POLISH ETC;",34
196679138,56162432,2018-04,"SOAP ETC; WAXES, POLISH ETC;",34
263204559,66525421,2018-05,"SOAP ETC; WAXES, POLISH ETC;",34
320482364,57277805,2018-06,"SOAP ETC; WAXES, POLISH ETC;",34
377590436,57108072,2018-07,"SOAP ETC; WAXES, POLISH ETC;",34
435211505,57621069,2018-08,"SOAP ETC; WAXES, POLISH ETC;",34
